"Intensity","ProteinGroup","external_gene_name","description"
571.509643554688,"Q6PI77","GPRASP3","G protein-coupled receptor associated sorting protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29353]"
487.471466064453,"Q6PI98_REVERSED",NA,NA
487.471466064453,"Q6PI98","INO80C","INO80 complex subunit C [Source:HGNC Symbol;Acc:HGNC:26994]"
685.561492919922,"Q6PIF6_REVERSED",NA,NA
658.549240112305,"Q6PIF6","MYO7B","myosin VIIB [Source:HGNC Symbol;Acc:HGNC:7607]"
469.463287353516,"Q6PII3","CCDC174","coiled-coil domain containing 174 [Source:HGNC Symbol;Acc:HGNC:28033]"
646.543762207031,"Q6PIJ6_REVERSED",NA,NA
793.610595703125,"Q6PIJ6","FBXO38","F-box protein 38 [Source:HGNC Symbol;Acc:HGNC:28844]"
403.434631347656,"Q6PIL6_REVERSED",NA,NA
403.434631347656,"Q6PIL6","KCNIP4","potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]"
544.49739074707,"Q6PIY5_REVERSED",NA,NA
427.444183349609,"Q6PIY5","ARMH1","armadillo like helical domain containing 1 [Source:HGNC Symbol;Acc:HGNC:34345]"
793.610626220703,"Q6PIZ9_REVERSED",NA,NA
775.602416992188,"Q6PIZ9","TRAT1","T cell receptor associated transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:30698]"
655.5478515625,"Q6PJ21","SPSB3","splA/ryanodine receptor domain and SOCS box containing 3 [Source:HGNC Symbol;Acc:HGNC:30629]"
607.526062011719,"Q6PJ61_REVERSED",NA,NA
829.627014160156,"Q6PJ69_REVERSED",NA,NA
829.627014160156,"Q6PJ69","TRIM65","tripartite motif containing 65 [Source:HGNC Symbol;Acc:HGNC:27316]"
691.564208984375,"Q6PJF5_REVERSED",NA,NA
553.50146484375,"Q6PJF5","RHBDF2","rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]"
655.5478515625,"Q6PJP8","DCLRE1A","DNA cross-link repair 1A [Source:HGNC Symbol;Acc:HGNC:17660]"
427.444183349609,"Q6PJT7_REVERSED",NA,NA
589.517822265625,"Q6PK81","ZNF773","zinc finger protein 773 [Source:HGNC Symbol;Acc:HGNC:30487]"
607.526062011719,"Q6PL18_REVERSED",NA,NA
607.526062011719,"Q6PL18","ATAD2","ATPase family AAA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30123]"
733.583333333333,"Q6PRD1_REVERSED",NA,NA
683.160412597656,"Q6PRD1","GPR179","G protein-coupled receptor 179 [Source:HGNC Symbol;Acc:HGNC:31371]"
499.476928710938,"Q6PUV4_REVERSED",NA,NA
499.476928710938,"Q6PUV4","CPLX2","complexin 2 [Source:HGNC Symbol;Acc:HGNC:2310]"
451.455078125,"Q6PXP3_REVERSED",NA,NA
451.455078125,"Q6PXP3","SLC2A7","solute carrier family 2 member 7 [Source:HGNC Symbol;Acc:HGNC:13445]"
787.60791015625,"Q6Q0C0_REVERSED",NA,NA
736.584686279297,"Q6Q6R5_REVERSED",NA,NA
736.584686279297,"Q6Q6R5","CRIP3","cysteine rich protein 3 [Source:HGNC Symbol;Acc:HGNC:17751]"
621.532877604167,"Q6Q759","SPAG17","sperm associated antigen 17 [Source:HGNC Symbol;Acc:HGNC:26620]"
421.441436767578,"Q6Q8B3_REVERSED",NA,NA
733.583343505859,"Q6QNK2_REVERSED",NA,NA
745.588806152344,"Q6QNK2","ADGRD1","adhesion G protein-coupled receptor D1 [Source:HGNC Symbol;Acc:HGNC:19893]"
637.539672851562,"Q6QNY1_REVERSED",NA,NA
820.622894287109,"Q6R2W3_REVERSED",NA,NA
739.586059570312,"Q6R2W3","SCAND3","SCAN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:13851]"
397.433258056641,"Q6R6M4_REVERSED",NA,NA
397.433258056641,"Q6R6M4","USP17L2","ubiquitin specific peptidase 17 like family member 2 [Source:HGNC Symbol;Acc:HGNC:34434]"
667.553344726562,"Q6RFH5","WDR74","WD repeat domain 74 [Source:HGNC Symbol;Acc:HGNC:25529]"
442.450988769531,"Q6RI45_REVERSED",NA,NA
427.445078531901,"Q6RI45","BRWD3","bromodomain and WD repeat domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17342]"
691.564239501953,"Q6S545_REVERSED",NA,NA
637.539672851562,"Q6S545","POTEH","POTE ankyrin domain family member H [Source:HGNC Symbol;Acc:HGNC:133]"
601.523315429688,"Q6S5H5_REVERSED",NA,NA
676.557403564453,"Q6S5H5","POTEG","POTE ankyrin domain family member G [Source:HGNC Symbol;Acc:HGNC:33896]"
511.482391357422,"Q6S8J7_REVERSED",NA,NA
673.556030273438,"Q6S8J7",NA,NA
871.646057128906,"Q6SJ93_REVERSED",NA,NA
853.637878417969,"Q6SJ93","FAM111B","FAM111 trypsin like peptidase B [Source:HGNC Symbol;Acc:HGNC:24200]"
481.46875,"Q6SZW1_REVERSED",NA,NA
799.613342285156,"Q6T4R5_REVERSED",NA,NA
655.5478515625,"Q6T4R5","NHS","NHS actin remodeling regulator [Source:HGNC Symbol;Acc:HGNC:7820]"
745.588775634766,"Q6TDP4_REVERSED",NA,NA
745.588775634766,"Q6TDP4","KLHL17","kelch like family member 17 [Source:HGNC Symbol;Acc:HGNC:24023]"
787.60791015625,"Q6TDU7_REVERSED",NA,NA
757.59423828125,"Q6TDU7","DNAI7","dynein axonemal intermediate chain 7 [Source:HGNC Symbol;Acc:HGNC:29599]"
496.475570678711,"Q6TFL3","CCDC171","coiled-coil domain containing 171 [Source:HGNC Symbol;Acc:HGNC:29828]"
667.553344726562,"Q6TFL4_REVERSED",NA,NA
841.632446289062,"Q6U7Q0_REVERSED",NA,NA
451.455078125,"Q6U7Q0","ZNF322","zinc finger protein 322 [Source:HGNC Symbol;Acc:HGNC:23640]"
691.564208984375,"Q6U841_REVERSED",NA,NA
633.537851969401,"Q6UB98_REVERSED",NA,NA
709.572448730469,"Q6UDR6_REVERSED",NA,NA
709.572448730469,"Q6UDR6","SPINT4","serine peptidase inhibitor, Kunitz type 4 [Source:HGNC Symbol;Acc:HGNC:16130]"
787.60791015625,"Q6UN15_REVERSED",NA,NA
787.60791015625,"Q6UN15","FIP1L1","factor interacting with PAPOLA and CPSF1 [Source:HGNC Symbol;Acc:HGNC:19124]"
709.572448730469,"Q6UVY6_REVERSED",NA,NA
709.572448730469,"Q6UVY6","MOXD1","monooxygenase DBH like 1 [Source:HGNC Symbol;Acc:HGNC:21063]"
739.586059570312,"Q6UW32","IGFL1","IGF like family member 1 [Source:HGNC Symbol;Acc:HGNC:24093]"
739.586059570312,"Q6UW60_REVERSED",NA,NA
739.586059570312,"Q6UW60","PCSK4","proprotein convertase subtilisin/kexin type 4 [Source:HGNC Symbol;Acc:HGNC:8746]"
550.500091552734,"Q6UWB4_REVERSED",NA,NA
550.500091552734,"Q6UWB4","PRSS55","serine protease 55 [Source:HGNC Symbol;Acc:HGNC:30824]"
475.466003417969,"Q6UWE0_REVERSED",NA,NA
637.539672851562,"Q6UWF5",NA,NA
739.586059570312,"Q6UWF7_REVERSED",NA,NA
745.588806152344,"Q6UWI4_REVERSED",NA,NA
745.588806152344,"Q6UWI4","SHISA2","shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]"
703.569702148438,"Q6UWJ8_REVERSED",NA,NA
703.569702148438,"Q6UWJ8","CD164L2","CD164 molecule like 2 [Source:HGNC Symbol;Acc:HGNC:32043]"
615.529663085938,"Q6UWL2_REVERSED",NA,NA
550.500106811523,"Q6UWL2","SUSD1","sushi domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25413]"
571.509643554688,"Q6UWQ5_REVERSED",NA,NA
613.528747558594,"Q6UWV6_REVERSED",NA,NA
559.50422668457,"Q6UWV7","SHISAL2A","shisa like 2A [Source:HGNC Symbol;Acc:HGNC:28757]"
595.520568847656,"Q6UWW0_REVERSED",NA,NA
559.504211425781,"Q6UWX4_REVERSED",NA,NA
559.504211425781,"Q6UWX4","HHIPL2","HHIP like 2 [Source:HGNC Symbol;Acc:HGNC:25842]"
793.610595703125,"Q6UWY0_REVERSED",NA,NA
793.610595703125,"Q6UWY0","ARSK","arylsulfatase family member K [Source:HGNC Symbol;Acc:HGNC:25239]"
601.523315429688,"Q6UWY5_REVERSED",NA,NA
652.546508789062,"Q6UWY5","OLFML1","olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]"
613.528747558594,"Q6UWZ7","ABRAXAS1","abraxas 1, BRCA1 A complex subunit [Source:HGNC Symbol;Acc:HGNC:25829]"
661.550598144531,"Q6UX04","CWC27","CWC27 spliceosome associated cyclophilin [Source:HGNC Symbol;Acc:HGNC:10664]"
853.637878417969,"Q6UX53_REVERSED",NA,NA
709.572448730469,"Q6UX68_REVERSED",NA,NA
529.490539550781,"Q6UX71_REVERSED",NA,NA
769.599670410156,"Q6UX73_REVERSED",NA,NA
820.622863769531,"Q6UX73","C16orf89","chromosome 16 open reading frame 89 [Source:HGNC Symbol;Acc:HGNC:28687]"
907.662475585938,"Q6UXB1","IGFL3","IGF like family member 3 [Source:HGNC Symbol;Acc:HGNC:32930]"
805.616088867188,"Q6UXB4","CLEC4G","C-type lectin domain family 4 member G [Source:HGNC Symbol;Acc:HGNC:24591]"
775.602416992188,"Q6UXB8_REVERSED",NA,NA
775.602416992188,"Q6UXB8","PI16","peptidase inhibitor 16 [Source:HGNC Symbol;Acc:HGNC:21245]"
805.616088867188,"Q6UXD5_REVERSED",NA,NA
610.527404785156,"Q6UXD5","SEZ6L2","seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844]"
667.553344726562,"Q6UXF1_REVERSED",NA,NA
763.596984863281,"Q6UXF7_REVERSED",NA,NA
397.433258056641,"Q6UXH9_REVERSED",NA,NA
721.577880859375,"Q6UXI7_REVERSED",NA,NA
721.577880859375,"Q6UXI7","VIT","vitrin [Source:HGNC Symbol;Acc:HGNC:12697]"
622.532859802246,"Q6UXI9_REVERSED",NA,NA
451.455078125,"Q6UXI9","NPNT","nephronectin [Source:HGNC Symbol;Acc:HGNC:27405]"
613.528747558594,"Q6UXK2","ISLR2","immunoglobulin superfamily containing leucine rich repeat 2 [Source:HGNC Symbol;Acc:HGNC:29286]"
643.542419433594,"Q6UXK5_REVERSED",NA,NA
613.528747558594,"Q6UXM1_REVERSED",NA,NA
457.457824707031,"Q6UXX5_REVERSED",NA,NA
457.457824707031,"Q6UXX5","ITIH6","inter-alpha-trypsin inhibitor heavy chain family member 6 [Source:HGNC Symbol;Acc:HGNC:28907]"
529.490539550781,"Q6UXY1","BAIAP2L2","BAR/IMD domain containing adaptor protein 2 like 2 [Source:HGNC Symbol;Acc:HGNC:26203]"
775.602416992188,"Q6UXY8_REVERSED",NA,NA
775.602416992188,"Q6UXY8","TMC5","transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999]"
571.509643554688,"Q6UXZ3_REVERSED",NA,NA
535.493286132812,"Q6UXZ4_REVERSED",NA,NA
625.534240722656,"Q6UXZ4","UNC5D","unc-5 netrin receptor D [Source:HGNC Symbol;Acc:HGNC:18634]"
763.596984863281,"Q6UY01","LRRC31","leucine rich repeat containing 31 [Source:HGNC Symbol;Acc:HGNC:26261]"
511.482376098633,"Q6UY09_REVERSED",NA,NA
535.493286132812,"Q6UY09","CEACAM20","CEA cell adhesion molecule 20 [Source:HGNC Symbol;Acc:HGNC:24879]"
739.586059570312,"Q6UY14_REVERSED",NA,NA
739.586059570312,"Q6UY14","ADAMTSL4","ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]"
847.635192871094,"Q6V0I7_REVERSED",NA,NA
805.616088867188,"Q6V1P9_REVERSED",NA,NA
805.616088867188,"Q6V1P9","DCHS2","dachsous cadherin-related 2 [Source:HGNC Symbol;Acc:HGNC:23111]"
865.643371582031,"Q6V1X1_REVERSED",NA,NA
850.636535644531,"Q6V1X1","DPP8","dipeptidyl peptidase 8 [Source:HGNC Symbol;Acc:HGNC:16490]"
817.621520996094,"Q6V9R5","ZNF562","zinc finger protein 562 [Source:HGNC Symbol;Acc:HGNC:25950]"
643.542419433594,"Q6VAB6_REVERSED",NA,NA
643.542419433594,"Q6VAB6","KSR2","kinase suppressor of ras 2 [Source:HGNC Symbol;Acc:HGNC:18610]"
859.640625,"Q6VMQ6_REVERSED",NA,NA
693.565134684245,"Q6VMQ6","ATF7IP","activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:HGNC:20092]"
403.434631347656,"Q6VVB1_REVERSED",NA,NA
403.434631347656,"Q6VVB1","NHLRC1","NHL repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21576]"
685.5615234375,"Q6W0C5","DPPA3","developmental pluripotency associated 3 [Source:HGNC Symbol;Acc:HGNC:19199]"
577.512390136719,"Q6W2J9_REVERSED",NA,NA
742.587432861328,"Q6W2J9","BCOR","BCL6 corepressor [Source:HGNC Symbol;Acc:HGNC:20893]"
757.59423828125,"Q6W4X9_REVERSED",NA,NA
766.598327636719,"Q6W4X9","MUC6","mucin 6, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7517]"
629.536041259766,"Q6WCQ1_REVERSED",NA,NA
634.538330078125,"Q6WCQ1","MPRIP","myosin phosphatase Rho interacting protein [Source:HGNC Symbol;Acc:HGNC:30321]"
709.572448730469,"Q6WKZ4_REVERSED",NA,NA
451.455078125,"Q6WN34_REVERSED",NA,NA
649.545166015625,"Q6WRI0_REVERSED",NA,NA
649.545166015625,"Q6WRI0","IGSF10","immunoglobulin superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:26384]"
670.5546875,"Q6X4T0","C12orf54","chromosome 12 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:28553]"
409.436004638672,"Q6X4W1_REVERSED",NA,NA
409.436004638672,"Q6X4W1","NSMF","NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:HGNC Symbol;Acc:HGNC:29843]"
457.457824707031,"Q6X784_REVERSED",NA,NA
769.599700927734,"Q6X784","ZPBP2","zona pellucida binding protein 2 [Source:HGNC Symbol;Acc:HGNC:20678]"
883.651550292969,"Q6XCG6",NA,NA
577.512390136719,"Q6XPR3_REVERSED",NA,NA
577.512390136719,"Q6XPR3","RPTN","repetin [Source:HGNC Symbol;Acc:HGNC:26809]"
817.621520996094,"Q6XPS3","TPTE2","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 [Source:HGNC Symbol;Acc:HGNC:17299]"
739.58603922526,"Q6XR72_REVERSED",NA,NA
751.591491699219,"Q6XR72","SLC30A10","solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355]"
877.648803710938,"Q6XUX3_REVERSED",NA,NA
877.648803710938,"Q6XUX3","DSTYK","dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:HGNC:29043]"
826.625640869141,"Q6XXX2",NA,NA
901.659729003906,"Q6XZB0_REVERSED",NA,NA
901.659729003906,"Q6XZB0","LIPI","lipase I [Source:HGNC Symbol;Acc:HGNC:18821]"
688.562896728516,"Q6XZF7_REVERSED",NA,NA
711.57334391276,"Q6XZF7","DNMBP","dynamin binding protein [Source:HGNC Symbol;Acc:HGNC:30373]"
775.602416992188,"Q6Y2X3_REVERSED",NA,NA
451.455078125,"Q6Y7W6_REVERSED",NA,NA
559.504659016927,"Q6Y7W6","GIGYF2","GRB10 interacting GYF protein 2 [Source:HGNC Symbol;Acc:HGNC:11960]"
637.539672851562,"Q6YHK3_REVERSED",NA,NA
457.457824707031,"Q6YHU6","THADA","THADA armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]"
565.506958007812,"Q6YP21_REVERSED",NA,NA
577.512390136719,"Q6ZMC9_REVERSED",NA,NA
577.512390136719,"Q6ZMC9","SIGLEC15","sialic acid binding Ig like lectin 15 [Source:HGNC Symbol;Acc:HGNC:27596]"
607.526062011719,"Q6ZMD2_REVERSED",NA,NA
811.618804931641,"Q6ZMI3","GLDN","gliomedin [Source:HGNC Symbol;Acc:HGNC:29514]"
463.460540771484,"Q6ZMM2_REVERSED",NA,NA
463.460540771484,"Q6ZMM2",NA,NA
538.494644165039,"Q6ZMN7_REVERSED",NA,NA
613.528762817383,"Q6ZMN7","PDZRN4","PDZ domain containing ring finger 4 [Source:HGNC Symbol;Acc:HGNC:30552]"
556.502853393555,"Q6ZMP0_REVERSED",NA,NA
634.53832244873,"Q6ZMP0","THSD4","thrombospondin type 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25835]"
403.434631347656,"Q6ZMR3_REVERSED",NA,NA
403.434631347656,"Q6ZMR3","LDHAL6A","lactate dehydrogenase A like 6A [Source:HGNC Symbol;Acc:HGNC:28335]"
862.641998291016,"Q6ZMS4_REVERSED",NA,NA
847.635192871094,"Q6ZMS4","ZNF852","zinc finger protein 852 [Source:HGNC Symbol;Acc:HGNC:27713]"
787.60791015625,"Q6ZMT1_REVERSED",NA,NA
783.606079101562,"Q6ZMT1","STAC2","SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]"
717.57607014974,"Q6ZMT4_REVERSED",NA,NA
736.584716796875,"Q6ZMT4","KDM7A","lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]"
415.438720703125,"Q6ZMT9_REVERSED",NA,NA
673.556030273438,"Q6ZMT9","DTHD1","death domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37261]"
613.528767903646,"Q6ZMV5_REVERSED",NA,NA
694.565612792969,"Q6ZMV5","PPP4R3C","protein phosphatase 4 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:33146]"
577.512390136719,"Q6ZMV9_REVERSED",NA,NA
577.512390136719,"Q6ZMV9","KIF6","kinesin family member 6 [Source:HGNC Symbol;Acc:HGNC:21202]"
655.5478515625,"Q6ZMW2_REVERSED",NA,NA
730.581970214844,"Q6ZMW3_REVERSED",NA,NA
730.581970214844,"Q6ZMW3","EML6","EMAP like 6 [Source:HGNC Symbol;Acc:HGNC:35412]"
658.549255371094,"Q6ZMY3_REVERSED",NA,NA
769.599670410156,"Q6ZMY6_REVERSED",NA,NA
769.599670410156,"Q6ZMY6","WDR88","WD repeat domain 88 [Source:HGNC Symbol;Acc:HGNC:26999]"
829.627014160156,"Q6ZMZ0","RNF19B","ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886]"
421.441436767578,"Q6ZMZ3_REVERSED",NA,NA
421.441436767578,"Q6ZMZ3","SYNE3","spectrin repeat containing nuclear envelope family member 3 [Source:HGNC Symbol;Acc:HGNC:19861]"
613.528747558594,"Q6ZN03_REVERSED",NA,NA
649.545135498047,"Q6ZN08_REVERSED",NA,NA
667.553344726562,"Q6ZN08","ZNF66","zinc finger protein 66 [Source:HGNC Symbol;Acc:HGNC:13135]"
574.511047363281,"Q6ZN11_REVERSED",NA,NA
406.435989379883,"Q6ZN16_REVERSED",NA,NA
745.588806152344,"Q6ZN16","MAP3K15","mitogen-activated protein kinase kinase kinase 15 [Source:HGNC Symbol;Acc:HGNC:31689]"
637.539703369141,"Q6ZN19_REVERSED",NA,NA
481.46875,"Q6ZN19","ZNF841","zinc finger protein 841 [Source:HGNC Symbol;Acc:HGNC:27611]"
487.471450805664,"Q6ZN28_REVERSED",NA,NA
583.515563964844,"Q6ZN30","BNC2","basonuclin zinc finger protein 2 [Source:HGNC Symbol;Acc:HGNC:30988]"
919.667907714844,"Q6ZN54","DEF8","differentially expressed in FDCP 8 homolog [Source:HGNC Symbol;Acc:HGNC:25969]"
403.434631347656,"Q6ZN55_REVERSED",NA,NA
403.434631347656,"Q6ZN55","ZNF574","zinc finger protein 574 [Source:HGNC Symbol;Acc:HGNC:26166]"
577.512379964193,"Q6ZN57_REVERSED",NA,NA
693.565124511719,"Q6ZN57","ZFP2","ZFP2 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:26138]"
811.618835449219,"Q6ZN66_REVERSED",NA,NA
811.618835449219,"Q6ZN66","GBP6","guanylate binding protein family member 6 [Source:HGNC Symbol;Acc:HGNC:25395]"
583.51513671875,"Q6ZN68_REVERSED",NA,NA
511.482391357422,"Q6ZN68",NA,NA
589.517822265625,"Q6ZN79_REVERSED",NA,NA
733.583312988281,"Q6ZN84","CCDC81","coiled-coil domain containing 81 [Source:HGNC Symbol;Acc:HGNC:26281]"
763.596984863281,"Q6ZNA1_REVERSED",NA,NA
679.558776855469,"Q6ZNA1","ZNF836","zinc finger protein 836 [Source:HGNC Symbol;Acc:HGNC:34333]"
665.55241394043,"Q6ZNB6_REVERSED",NA,NA
649.545132107205,"Q6ZNB6","NFXL1","nuclear transcription factor, X-box binding like 1 [Source:HGNC Symbol;Acc:HGNC:18726]"
817.621520996094,"Q6ZNB7_REVERSED",NA,NA
817.621520996094,"Q6ZNB7","AGMO","alkylglycerol monooxygenase [Source:HGNC Symbol;Acc:HGNC:33784]"
781.605163574219,"Q6ZNF0_REVERSED",NA,NA
802.614715576172,"Q6ZNF0","ACP7","acid phosphatase 7, tartrate resistant (putative) [Source:HGNC Symbol;Acc:HGNC:33781]"
508.481689453125,"Q6ZNG0","ZNF620","zinc finger protein 620 [Source:HGNC Symbol;Acc:HGNC:28742]"
871.646057128906,"Q6ZNG9","KRBA2","KRAB-A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26989]"
409.436004638672,"Q6ZNH5_REVERSED",NA,NA
817.621520996094,"Q6ZNH5","ZNF497","zinc finger protein 497 [Source:HGNC Symbol;Acc:HGNC:23714]"
577.512390136719,"Q6ZNL6_REVERSED",NA,NA
577.512390136719,"Q6ZNL6","FGD5","FYVE, RhoGEF and PH domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19117]"
628.535583496094,"Q6ZP01_REVERSED",NA,NA
613.528755187988,"Q6ZP01","RBM44","RNA binding motif protein 44 [Source:HGNC Symbol;Acc:HGNC:24756]"
397.433258056641,"Q6ZP68",NA,NA
595.520568847656,"Q6ZP82_REVERSED",NA,NA
517.485107421875,"Q6ZPD9_REVERSED",NA,NA
517.485107421875,"Q6ZPD9","DPY19L3","dpy-19 like C-mannosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:27120]"
497.476003011068,"Q6ZQQ2_REVERSED",NA,NA
607.52604675293,"Q6ZQQ2","SPATA31D1","SPATA31 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:37283]"
865.643371582031,"Q6ZQQ6_REVERSED",NA,NA
865.643371582031,"Q6ZQQ6","WDR87","WD repeat domain 87 [Source:HGNC Symbol;Acc:HGNC:29934]"
721.577880859375,"Q6ZQY3","GADL1","glutamate decarboxylase like 1 [Source:HGNC Symbol;Acc:HGNC:27949]"
712.573786417643,"Q6ZR08_REVERSED",NA,NA
657.54877726237,"Q6ZR08","DNAH12","dynein axonemal heavy chain 12 [Source:HGNC Symbol;Acc:HGNC:2943]"
715.575134277344,"Q6ZR62_REVERSED",NA,NA
730.581970214844,"Q6ZRC1_REVERSED",NA,NA
673.556030273438,"Q6ZRC1","C4orf50","chromosome 4 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:33766]"
805.616088867188,"Q6ZRH7","CATSPERG","cation channel sperm associated auxiliary subunit gamma [Source:HGNC Symbol;Acc:HGNC:25243]"
535.493296305339,"Q6ZRI0_REVERSED",NA,NA
679.558776855469,"Q6ZRI0","OTOG","otogelin [Source:HGNC Symbol;Acc:HGNC:8516]"
943.678833007812,"Q6ZRK6","CCDC73","coiled-coil domain containing 73 [Source:HGNC Symbol;Acc:HGNC:23261]"
949.681579589844,"Q6ZRP7_REVERSED",NA,NA
610.527404785156,"Q6ZRQ5_REVERSED",NA,NA
610.527404785156,"Q6ZRQ5","MMS22L","MMS22 like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:21475]"
583.51513671875,"Q6ZRR7","LRRC9","leucine rich repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:19848]"
640.541046142578,"Q6ZRS2_REVERSED",NA,NA
577.512390136719,"Q6ZRS4_REVERSED",NA,NA
397.433258056641,"Q6ZRU5_REVERSED",NA,NA
679.558776855469,"Q6ZRV2","FAM83H","family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]"
733.583312988281,"Q6ZRX8_REVERSED",NA,NA
733.583312988281,"Q6ZS02_REVERSED",NA,NA
853.637878417969,"Q6ZS10_REVERSED",NA,NA
853.637878417969,"Q6ZS10","CLEC17A","C-type lectin domain containing 17A [Source:HGNC Symbol;Acc:HGNC:34520]"
517.485107421875,"Q6ZS27","ZNF662","zinc finger protein 662 [Source:HGNC Symbol;Acc:HGNC:31930]"
623.53330485026,"Q6ZS30_REVERSED",NA,NA
548.99942779541,"Q6ZS30","NBEAL1","neurobeachin like 1 [Source:HGNC Symbol;Acc:HGNC:20681]"
705.570617675781,"Q6ZS81_REVERSED",NA,NA
567.007629394531,"Q6ZS81","WDFY4","WDFY family member 4 [Source:HGNC Symbol;Acc:HGNC:29323]"
457.457824707031,"Q6ZS82_REVERSED",NA,NA
601.523315429688,"Q6ZSB9_REVERSED",NA,NA
633.537862141927,"Q6ZSB9","ZBTB49","zinc finger and BTB domain containing 49 [Source:HGNC Symbol;Acc:HGNC:19883]"
493.474182128906,"Q6ZSG1","ARK2C","arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C [Source:HGNC Symbol;Acc:HGNC:31696]"
487.471466064453,"Q6ZSG2_REVERSED",NA,NA
631.536926269531,"Q6ZSS3_REVERSED",NA,NA
631.536926269531,"Q6ZSS3","ZNF621","zinc finger protein 621 [Source:HGNC Symbol;Acc:HGNC:24787]"
775.602416992188,"Q6ZSS7_REVERSED",NA,NA
541.496032714844,"Q6ZST4","LCNL1","lipocalin like 1 [Source:HGNC Symbol;Acc:HGNC:34436]"
445.452362060547,"Q6ZSY5_REVERSED",NA,NA
445.452362060547,"Q6ZSY5","PPP1R3F","protein phosphatase 1 regulatory subunit 3F [Source:HGNC Symbol;Acc:HGNC:14944]"
595.520568847656,"Q6ZSZ5_REVERSED",NA,NA
673.556030273438,"Q6ZSZ6_REVERSED",NA,NA
643.542419433594,"Q6ZT07_REVERSED",NA,NA
607.526062011719,"Q6ZT12_REVERSED",NA,NA
607.526062011719,"Q6ZT12","UBR3","ubiquitin protein ligase E3 component n-recognin 3 [Source:HGNC Symbol;Acc:HGNC:30467]"
613.528778076172,"Q6ZT62_REVERSED",NA,NA
613.528778076172,"Q6ZT62",NA,NA
703.569702148438,"Q6ZTA4","TRIM67","tripartite motif containing 67 [Source:HGNC Symbol;Acc:HGNC:31859]"
823.624267578125,"Q6ZTK2_REVERSED",NA,NA
409.436004638672,"Q6ZTQ3_REVERSED",NA,NA
625.534240722656,"Q6ZTQ3","RASSF6","Ras association domain family member 6 [Source:HGNC Symbol;Acc:HGNC:20796]"
592.519226074219,"Q6ZTR5_REVERSED",NA,NA
616.530120849609,"Q6ZTR5","CFAP47","cilia and flagella associated protein 47 [Source:HGNC Symbol;Acc:HGNC:26708]"
667.553344726562,"Q6ZU15_REVERSED",NA,NA
667.553344726562,"Q6ZU15","SEPTIN14","septin 14 [Source:HGNC Symbol;Acc:HGNC:33280]"
545.497853597005,"Q6ZU35_REVERSED",NA,NA
595.520584106445,"Q6ZU45_REVERSED",NA,NA
781.605163574219,"Q6ZU52_REVERSED",NA,NA
609.526947021484,"Q6ZU52","KIAA0408","KIAA0408 [Source:HGNC Symbol;Acc:HGNC:21636]"
631.536956787109,"Q6ZU64_REVERSED",NA,NA
745.588775634766,"Q6ZU64","CFAP65","cilia and flagella associated protein 65 [Source:HGNC Symbol;Acc:HGNC:25325]"
682.560150146484,"Q6ZU67_REVERSED",NA,NA
